airline,num flights,initial costs,final costs,reduction %,run,model
A,18,29562.840000000004,2394.5700000000006,91.9,57,udpp
D,6,1135.42,930.95,18.01,57,udpp
C,9,6739.369999999999,1213.3500000000001,82.0,57,udpp
E,3,894.4,666.19,25.52,57,udpp
F,1,62.61,62.61,0.0,57,udpp
total,50,6085.700000000001,5628.120000000002,90.78,57,istop
B,13,818.0300000000001,790.75,96.51,57,istop
A,18,2394.5699999999997,2115.0399999999995,92.85,57,istop
D,6,930.95,890.24,21.59,57,istop
C,9,1213.35,1158.36,82.81,57,istop
E,3,666.19,611.12,31.67,57,istop
F,1,62.61,62.61,0.0,57,istop
total,50,26888.37,5158.500000000001,80.82,58,mincost
C,9,8669.880000000001,1096.6799999999998,87.35,58,mincost
D,8,2215.74,833.58,62.38,58,mincost
A,15,4935.04,1642.4499999999998,66.72,58,mincost
B,14,8288.35,1535.21,81.48,58,mincost
E,3,2251.6800000000003,36.03,98.4,58,mincost
F,1,527.68,14.55,97.24,58,mincost
total,50,26888.37,5158.500000000001,80.82,58,nnbound
C,9,8669.880000000001,1096.6799999999998,87.35,58,nnbound
D,8,2215.74,833.58,62.38,58,nnbound
A,15,4935.04,1642.4499999999998,66.72,58,nnbound
B,14,8288.35,1535.21,81.48,58,nnbound
E,3,2251.6800000000003,36.03,98.4,58,nnbound
F,1,527.68,14.55,97.24,58,nnbound
total,50,26888.37,8198.52,69.51,58,udpp
C,9,8669.880000000001,1294.35,85.07,58,udpp
D,8,2215.74,984.75,55.56,58,udpp
A,15,4935.04,1698.0000000000002,65.59,58,udpp
B,14,8288.35,1531.43,81.52,58,udpp
E,3,2251.6800000000003,2162.31,3.97,58,udpp
F,1,527.68,527.68,0.0,58,udpp
total,50,8198.52,7784.98,71.05,58,istop
C,9,1294.35,1185.4699999999998,86.33,58,istop
D,8,984.7499999999999,984.26,55.58,58,istop
A,15,1698.0,1517.26,69.26,58,istop
B,14,1531.43,1407.9999999999998,83.01,58,istop
E,3,2162.31,2162.31,3.97,58,istop
F,1,527.68,527.68,0.0,58,istop
total,50,41636.5,6183.95,85.15,59,mincost
B,13,6927.549999999999,1972.5500000000002,71.53,59,mincost
D,6,1368.25,330.8,75.82,59,mincost
A,17,19574.999999999996,2347.19,88.01,59,mincost
C,10,11348.88,1029.8500000000001,90.93,59,mincost
E,3,1575.12,484.36999999999995,69.25,59,mincost
F,1,841.7,19.19,97.72,59,mincost
total,50,41636.5,6183.95,85.15,59,nnbound
B,13,6927.549999999999,1972.5500000000002,71.53,59,nnbound
D,6,1368.25,330.8,75.82,59,nnbound
A,17,19574.999999999996,2347.19,88.01,59,nnbound
C,10,11348.88,1029.8500000000001,90.93,59,nnbound
E,3,1575.12,484.36999999999995,69.25,59,nnbound
F,1,841.7,19.19,97.72,59,nnbound
total,50,41636.5,7695.5999999999985,81.52,59,udpp
B,13,6927.549999999999,1103.2399999999998,84.07,59,udpp
D,6,1368.25,567.38,58.53,59,udpp
A,17,19574.999999999996,3159.130000000001,83.86,59,udpp
C,10,11348.88,1643.85,85.52,59,udpp
E,3,1575.12,380.3,75.86,59,udpp
F,1,841.7,841.7,0.0,59,udpp
total,50,7695.6,7309.64,82.44,59,istop
B,13,1103.2399999999998,1095.5,84.19,59,istop
D,6,567.38,524.86,61.64,59,istop
A,17,3159.13,2872.64,85.32,59,istop
C,10,1643.85,1594.6399999999999,85.95,59,istop
E,3,380.3,380.3,75.86,59,istop
F,1,841.7,841.7,0.0,59,istop
total,50,69611.34,4504.8899999999985,93.53,60,mincost
D,6,2961.3500000000004,729.94,75.35,60,mincost
A,16,51911.549999999996,1406.9200000000003,97.29,60,mincost
B,14,10705.05,961.4900000000001,91.02,60,mincost
E,3,250.39,189.69,24.24,60,mincost
C,10,3370.55,1092.43,67.59,60,mincost
F,1,412.45,124.42,69.83,60,mincost
total,50,69611.34,4504.8899999999985,93.53,60,nnbound
D,6,2961.3500000000004,729.94,75.35,60,nnbound
A,16,51911.549999999996,1406.9200000000003,97.29,60,nnbound
B,14,10705.05,961.4900000000001,91.02,60,nnbound
E,3,250.39,189.69,24.24,60,nnbound
C,10,3370.55,1092.43,67.59,60,nnbound
F,1,412.45,124.42,69.83,60,nnbound
total,50,69611.34,6344.379999999999,90.89,60,udpp
D,6,2961.3500000000004,76.62,97.41,60,udpp
A,16,51911.549999999996,2627.67,94.94,60,udpp
B,14,10705.05,1778.57,83.39,60,udpp
E,3,250.39,116.93,53.3,60,udpp
C,10,3370.55,1332.1400000000003,60.48,60,udpp
F,1,412.45,412.45,0.0,60,udpp
total,50,6344.379999999999,5659.6900000000005,91.87,60,istop
D,6,76.62,76.62,97.41,60,istop
E,3,116.93,116.93,53.3,60,istop
B,14,1778.57,1637.09,84.71,60,istop
C,10,1332.1399999999999,1259.45,62.63,60,istop
A,16,2627.6700000000005,2157.15,95.84,60,istop
F,1,412.45,412.45,0.0,60,istop
total,50,12639.080000000002,5170.62,59.09,61,mincost
B,12,3010.8800000000006,880.1099999999999,70.77,61,mincost
C,11,1144.6000000000001,1950.0100000000004,-70.37,61,mincost
D,6,1910.3099999999997,424.50000000000006,77.78,61,mincost
E,3,468.26,210.66,55.01,61,mincost
A,17,6001.35,1505.32,74.92,61,mincost
F,1,103.68,200.02,-92.92,61,mincost
total,50,12639.080000000002,5466.86,56.75,61,nnbound
B,12,3010.8800000000006,1299.62,56.84,61,nnbound
C,11,1144.6000000000001,1144.3999999999999,0.02,61,nnbound
D,6,1910.3099999999997,560.52,70.66,61,nnbound
E,3,468.26,340.08000000000004,27.37,61,nnbound
A,17,6001.35,2018.56,66.36,61,nnbound
F,1,103.68,103.68,0.0,61,nnbound
total,50,12639.080000000002,7568.320000000001,40.12,61,udpp
B,12,3010.8800000000006,1820.11,39.55,61,udpp
C,11,1144.6000000000001,496.61,56.61,61,udpp
D,6,1910.3099999999997,1284.2,32.78,61,udpp
E,3,468.26,468.26,0.0,61,udpp
A,17,6001.35,3395.459999999999,43.42,61,udpp
F,1,103.68,103.68,0.0,61,udpp
total,50,7568.32,7025.749999999999,44.41,61,istop
B,12,1820.11,1581.9,47.46,61,istop
C,11,496.61,496.61,56.61,61,istop
D,6,1284.2,1284.2,32.78,61,istop
E,3,468.26,468.26,0.0,61,istop
A,17,3395.459999999999,3091.0999999999995,48.49,61,istop
F,1,103.68,103.68,0.0,61,istop
total,50,40239.17,5625.93,86.02,62,mincost
E,4,2118.81,190.47,91.01,62,mincost
A,17,18264.920000000002,1588.56,91.3,62,mincost
C,9,5512.41,768.9699999999999,86.05,62,mincost
B,13,4079.09,2585.270000000001,36.62,62,mincost
D,6,9715.060000000001,458.95,95.28,62,mincost
F,1,548.88,33.71,93.86,62,mincost
total,50,40239.17,5625.93,86.02,62,nnbound
E,4,2118.81,190.47,91.01,62,nnbound
A,17,18264.920000000002,1588.56,91.3,62,nnbound
C,9,5512.41,768.9699999999999,86.05,62,nnbound
B,13,4079.09,2585.270000000001,36.62,62,nnbound
D,6,9715.060000000001,458.95,95.28,62,nnbound
F,1,548.88,33.71,93.86,62,nnbound
total,50,40239.17,11987.04,70.21,62,udpp
E,4,2118.81,162.06,92.35,62,udpp
A,17,18264.920000000002,4768.0599999999995,73.89,62,udpp
C,9,5512.41,550.1800000000001,90.02,62,udpp
B,13,4079.09,1373.4799999999998,66.33,62,udpp
D,6,9715.060000000001,4584.38,52.81,62,udpp
F,1,548.88,548.88,0.0,62,udpp
total,50,11987.039999999999,11683.949999999997,70.96,62,istop
E,4,162.05999999999997,162.05999999999997,92.35,62,istop
A,17,4768.0599999999995,4548.049999999999,75.1,62,istop
C,9,550.1800000000001,506.07,90.82,62,istop
B,13,1373.48,1346.1600000000003,67.0,62,istop
D,6,4584.38,4572.7300000000005,52.93,62,istop
F,1,548.88,548.88,0.0,62,istop
total,50,76895.91,6713.919999999998,91.27,63,mincost
B,14,19400.750000000004,2294.77,88.17,63,mincost
A,16,41372.19,1704.21,95.88,63,mincost
D,7,1184.04,1017.5999999999999,14.06,63,mincost
C,9,7584.2,1101.04,85.48,63,mincost
F,1,96.05,0.0,100.0,63,mincost
E,3,7258.679999999999,596.3,91.79,63,mincost
total,50,76895.91,6713.919999999998,91.27,63,nnbound
B,14,19400.750000000004,2294.77,88.17,63,nnbound
A,16,41372.19,1704.21,95.88,63,nnbound
D,7,1184.04,1017.5999999999999,14.06,63,nnbound
C,9,7584.2,1101.04,85.48,63,nnbound
F,1,96.05,0.0,100.0,63,nnbound
E,3,7258.679999999999,596.3,91.79,63,nnbound
total,50,76895.91,11287.449999999999,85.32,63,udpp
B,14,19400.750000000004,3249.49,83.25,63,udpp
A,16,41372.19,3738.99,90.96,63,udpp
D,7,1184.04,928.1200000000001,21.61,63,udpp
C,9,7584.2,1375.04,81.87,63,udpp
F,1,96.05,38.03,60.41,63,udpp
E,3,7258.679999999999,1957.78,73.03,63,udpp
total,50,11287.450000000003,7912.700000000002,89.71,63,istop
B,14,3249.49,3249.49,83.25,63,istop
A,16,3738.99,2424.0,94.14,63,istop
D,7,928.12,696.0799999999999,41.21,63,istop
C,9,1375.04,1026.1399999999999,86.47,63,istop
F,1,38.03,38.03,60.41,63,istop
E,3,1957.78,478.96,93.4,63,istop
total,50,46363.27,6942.580000000002,85.03,64,mincost
F,1,0.0,0.0,0.0,64,mincost
E,3,1253.1299999999999,102.25,91.84,64,mincost
C,9,4630.320000000001,1934.6299999999999,58.22,64,mincost
A,17,7858.660000000001,2635.5999999999995,66.46,64,mincost
B,14,30366.4,1564.8899999999999,94.85,64,mincost
D,6,2254.76,705.21,68.72,64,mincost
total,50,46363.27,6942.580000000002,85.03,64,nnbound
F,1,0.0,0.0,0.0,64,nnbound
E,3,1253.1299999999999,102.25,91.84,64,nnbound
C,9,4630.320000000001,1934.6299999999999,58.22,64,nnbound
A,17,7858.660000000001,2635.5999999999995,66.46,64,nnbound
B,14,30366.4,1564.8899999999999,94.85,64,nnbound
D,6,2254.76,705.21,68.72,64,nnbound
total,50,46363.27,8414.49,81.85,64,udpp
F,1,0.0,0.0,0.0,64,udpp
E,3,1253.1299999999999,551.13,56.02,64,udpp
C,9,4630.320000000001,794.84,82.83,64,udpp
A,17,7858.660000000001,2223.51,71.71,64,udpp
B,14,30366.4,3778.9,87.56,64,udpp
D,6,2254.76,1066.1100000000001,52.72,64,udpp
total,50,8414.49,7776.92,83.23,64,istop
F,1,0.0,0.0,0.0,64,istop
E,3,551.13,551.13,56.02,64,istop
C,9,794.84,777.4699999999999,83.21,64,istop
A,17,2223.51,2183.11,72.22,64,istop
B,14,3778.8999999999996,3241.1000000000004,89.33,64,istop
D,6,1066.11,1024.11,54.58,64,istop
total,50,47335.62999999999,4322.85,90.87,65,mincost
B,12,6903.849999999999,937.53,86.42,65,mincost
D,7,5264.24,766.9399999999999,85.43,65,mincost
C,9,14753.16,816.1799999999998,94.47,65,mincost
A,19,19561.010000000002,1568.7400000000002,91.98,65,mincost
E,2,515.28,167.78,67.44,65,mincost
F,1,338.09,65.68,80.57,65,mincost
total,50,47335.62999999999,4322.85,90.87,65,nnbound
B,12,6903.849999999999,937.53,86.42,65,nnbound
D,7,5264.24,766.9399999999999,85.43,65,nnbound
C,9,14753.16,816.1799999999998,94.47,65,nnbound
A,19,19561.010000000002,1568.7400000000002,91.98,65,nnbound
E,2,515.28,167.78,67.44,65,nnbound
F,1,338.09,65.68,80.57,65,nnbound
total,50,47335.62999999999,5658.939999999999,88.05,65,udpp
B,12,6903.849999999999,549.89,92.04,65,udpp
D,7,5264.24,567.49,89.22,65,udpp
C,9,14753.16,760.01,94.85,65,udpp
A,19,19561.010000000002,3030.4199999999996,84.51,65,udpp
E,2,515.28,413.03999999999996,19.84,65,udpp
F,1,338.09,338.09,0.0,65,udpp
total,50,5658.94,5402.42,88.59,65,istop
B,12,549.89,541.23,92.16,65,istop
D,7,567.49,516.11,90.2,65,istop
C,9,760.01,606.4,95.89,65,istop
A,19,3030.42,2987.5499999999997,84.73,65,istop
E,2,413.03999999999996,413.03999999999996,19.84,65,istop
F,1,338.09,338.09,0.0,65,istop
total,50,64523.770000000004,7551.459999999999,88.3,66,mincost
B,12,3710.8199999999997,1518.69,59.07,66,mincost
D,6,30730.370000000003,1039.75,96.62,66,mincost
A,18,15790.760000000002,2318.69,85.32,66,mincost
C,10,12943.880000000001,1533.67,88.15,66,mincost
E,3,1021.99,753.82,26.24,66,mincost
F,1,325.95,386.84,-18.68,66,mincost
total,50,64523.770000000004,7558.519999999999,88.29,66,nnbound
B,12,3710.8199999999997,1518.69,59.07,66,nnbound
D,6,30730.370000000003,1039.75,96.62,66,nnbound
A,18,15790.760000000002,2340.07,85.18,66,nnbound
C,10,12943.880000000001,1640.37,87.33,66,nnbound
E,3,1021.99,753.82,26.24,66,nnbound
F,1,325.95,265.82,18.45,66,nnbound
total,50,64523.770000000004,8986.29,86.07,66,udpp
B,12,3710.8199999999997,742.8000000000001,79.98,66,udpp
D,6,30730.370000000003,1147.57,96.27,66,udpp
A,18,15790.760000000002,3079.8300000000004,80.5,66,udpp
C,10,12943.880000000001,2668.15,79.39,66,udpp
E,3,1021.99,1021.99,0.0,66,udpp
F,1,325.95,325.95,0.0,66,udpp
total,50,8986.29,8585.61,86.69,66,istop
B,12,742.8,597.1,83.91,66,istop
A,18,3079.8300000000004,2969.6200000000003,81.19,66,istop
C,10,2668.15,2661.02,79.44,66,istop
D,6,1147.57,1147.57,96.27,66,istop
E,3,1021.99,884.3499999999999,13.47,66,istop
F,1,325.95,325.95,0.0,66,istop
total,50,38919.130000000005,6283.369999999998,83.86,67,mincost
C,10,2525.61,1265.6100000000001,49.89,67,mincost
A,16,17981.27,1478.3300000000002,91.78,67,mincost
B,13,8552.550000000001,2088.59,75.58,67,mincost
E,3,667.13,754.27,-13.06,67,mincost
F,1,126.64,53.49,57.76,67,mincost
D,7,9065.93,643.08,92.91,67,mincost
total,50,38919.130000000005,6289.199999999999,83.84,67,nnbound
C,10,2525.61,1344.92,46.75,67,nnbound
A,16,17981.27,1478.3300000000002,91.78,67,nnbound
B,13,8552.550000000001,2107.24,75.36,67,nnbound
E,3,667.13,662.14,0.75,67,nnbound
F,1,126.64,53.49,57.76,67,nnbound
D,7,9065.93,643.08,92.91,67,nnbound
total,50,38919.130000000005,13068.329999999998,66.42,67,udpp
C,10,2525.61,1343.8899999999999,46.79,67,udpp
A,16,17981.27,2227.7000000000003,87.61,67,udpp
B,13,8552.550000000001,1913.6299999999999,77.63,67,udpp
E,3,667.13,668.48,-0.2,67,udpp
F,1,126.64,108.11,14.63,67,udpp
D,7,9065.93,6806.52,24.92,67,udpp
total,50,13068.329999999998,11348.239999999998,70.84,67,istop
C,10,1343.89,1129.15,55.29,67,istop
A,16,2227.7000000000003,1471.3700000000001,91.82,67,istop
E,3,668.48,668.48,-0.2,67,istop
B,13,1913.6299999999999,1710.63,80.0,67,istop
F,1,108.11,108.11,14.63,67,istop
D,7,6806.519999999999,6260.5,30.94,67,istop
total,50,22311.100000000006,5803.290000000002,73.99,68,mincost
F,1,0.96,0.96,0.0,68,mincost
E,3,215.01000000000002,411.87,-91.56,68,mincost
C,10,7773.620000000001,573.2,92.63,68,mincost
A,17,5254.49,2506.25,52.3,68,mincost
D,7,5305.889999999999,1189.13,77.59,68,mincost
B,12,3761.13,1121.88,70.17,68,mincost
total,50,22311.100000000006,5852.180000000001,73.77,68,nnbound
F,1,0.96,0.96,0.0,68,nnbound
E,3,215.01000000000002,213.20000000000002,0.84,68,nnbound
C,10,7773.620000000001,667.02,91.42,68,nnbound
A,17,5254.49,2587.2900000000004,50.76,68,nnbound
D,7,5305.889999999999,1223.9299999999998,76.93,68,nnbound
B,12,3761.13,1159.78,69.16,68,nnbound
total,50,22311.100000000006,6526.070000000002,70.75,68,udpp
F,1,0.96,0.96,0.0,68,udpp
E,3,215.01000000000002,195.21,9.21,68,udpp
C,10,7773.620000000001,1750.1299999999999,77.49,68,udpp
A,17,5254.49,2331.23,55.63,68,udpp
D,7,5305.889999999999,1524.9899999999998,71.26,68,udpp
B,12,3761.13,723.5500000000001,80.76,68,udpp
total,50,6526.070000000001,6342.109999999999,71.57,68,istop
F,1,0.96,0.96,0.0,68,istop
E,3,195.21,195.21,9.21,68,istop
C,10,1750.1299999999999,1707.64,78.03,68,istop
A,17,2331.23,2284.7000000000003,56.52,68,istop
D,7,1524.9900000000002,1482.6999999999998,72.06,68,istop
B,12,723.5500000000001,670.9,82.16,68,istop
total,50,27441.85,5164.170000000003,81.18,69,mincost
B,14,3712.6199999999994,1272.52,65.72,69,mincost
D,6,5717.38,997.44,82.55,69,mincost
C,9,9748.199999999999,769.9,92.1,69,mincost
A,17,4465.870000000001,1851.95,58.53,69,mincost
E,3,3700.1899999999996,136.72,96.31,69,mincost
F,1,97.59,135.64,-38.99,69,mincost
total,50,27441.85,5188.640000000001,81.09,69,nnbound
B,14,3712.6199999999994,1300.25,64.98,69,nnbound
D,6,5717.38,1009.76,82.34,69,nnbound
C,9,9748.199999999999,769.9,92.1,69,nnbound
A,17,4465.870000000001,1881.7599999999998,57.86,69,nnbound
E,3,3700.1899999999996,136.72,96.31,69,nnbound
F,1,97.59,90.25,7.52,69,nnbound
total,50,27441.85,8170.300000000001,70.23,69,udpp
B,14,3712.6199999999994,1104.48,70.25,69,udpp
D,6,5717.38,1206.3600000000001,78.9,69,udpp
C,9,9748.199999999999,1073.0699999999997,88.99,69,udpp
A,17,4465.870000000001,1612.1299999999999,63.9,69,udpp
E,3,3700.1899999999996,3076.67,16.85,69,udpp
F,1,97.59,97.59,0.0,69,udpp
total,50,8170.3,7570.429999999999,72.41,69,istop
B,14,1104.48,979.15,73.63,69,istop
C,9,1073.07,864.24,91.13,69,istop
A,17,1612.13,1466.14,67.17,69,istop
D,6,1206.36,1086.6399999999999,80.99,69,istop
E,3,3076.67,3076.67,16.85,69,istop
F,1,97.59,97.59,0.0,69,istop
total,50,46689.06,5691.500000000002,87.81,70,mincost
A,17,7579.7699999999995,1885.7800000000002,75.12,70,mincost
C,10,1282.5,1503.2200000000003,-17.21,70,mincost
B,14,16467.9,1488.97,90.96,70,mincost
E,2,871.26,392.09000000000003,55.0,70,mincost
D,6,18035.809999999998,415.41999999999996,97.7,70,mincost
F,1,2451.82,6.02,99.75,70,mincost
total,50,46689.06,5715.09,87.76,70,nnbound
A,17,7579.7699999999995,2022.8900000000003,73.31,70,nnbound
C,10,1282.5,1280.28,0.17,70,nnbound
B,14,16467.9,1598.39,90.29,70,nnbound
E,2,871.26,392.09000000000003,55.0,70,nnbound
D,6,18035.809999999998,415.41999999999996,97.7,70,nnbound
F,1,2451.82,6.02,99.75,70,nnbound
total,50,46689.06,19101.77,59.09,70,udpp
A,17,7579.7699999999995,1609.97,78.76,70,udpp
C,10,1282.5,836.3300000000002,34.79,70,udpp
B,14,16467.9,2579.5399999999995,84.34,70,udpp
E,2,871.26,259.92,70.17,70,udpp
D,6,18035.809999999998,11364.19,36.99,70,udpp
F,1,2451.82,2451.82,0.0,70,udpp
total,50,19101.769999999997,11124.9,76.17,70,istop
A,17,1609.97,1579.24,79.17,70,istop
C,10,836.33,836.33,34.79,70,istop
B,14,2579.54,2473.01,84.98,70,istop
E,2,259.92,259.92,70.17,70,istop
D,6,11364.19,3524.5800000000004,80.46,70,istop
F,1,2451.82,2451.82,0.0,70,istop
total,50,49823.479999999974,5840.219999999999,88.28,71,mincost
E,3,3616.6,96.51,97.33,71,mincost
B,13,9351.789999999999,1730.5600000000002,81.49,71,mincost
A,16,16729.97,2261.6700000000005,86.48,71,mincost
C,10,15762.67,736.4000000000001,95.33,71,mincost
D,7,1459.23,996.96,31.68,71,mincost
F,1,2903.22,18.12,99.38,71,mincost
total,50,49823.479999999974,5840.219999999999,88.28,71,nnbound
E,3,3616.6,96.51,97.33,71,nnbound
B,13,9351.789999999999,1730.5600000000002,81.49,71,nnbound
A,16,16729.97,2261.6700000000005,86.48,71,nnbound
C,10,15762.67,736.4000000000001,95.33,71,nnbound
D,7,1459.23,996.96,31.68,71,nnbound
F,1,2903.22,18.12,99.38,71,nnbound
total,50,49823.479999999974,9589.659999999994,80.75,71,udpp
E,3,3616.6,569.59,84.25,71,udpp
B,13,9351.789999999999,1651.24,82.34,71,udpp
A,16,16729.97,1974.0199999999998,88.2,71,udpp
C,10,15762.67,1255.4900000000002,92.04,71,udpp
D,7,1459.23,1236.1,15.29,71,udpp
F,1,2903.22,2903.22,0.0,71,udpp
total,50,9589.659999999998,9081.28,81.77,71,istop
E,3,569.59,569.59,84.25,71,istop
B,13,1651.2399999999998,1633.27,82.54,71,istop
A,16,1974.0200000000002,1875.76,88.79,71,istop
C,10,1255.49,935.3400000000001,94.07,71,istop
D,7,1236.1,1164.1000000000001,20.23,71,istop
F,1,2903.22,2903.22,0.0,71,istop
total,50,41354.92,6393.2,84.54,72,mincost
D,6,420.52,365.32,13.13,72,mincost
C,12,9515.91,2116.6,77.76,72,mincost
A,16,20561.409999999996,2650.93,87.11,72,mincost
B,13,9929.160000000002,1149.1499999999999,88.43,72,mincost
F,1,135.61,18.5,86.36,72,mincost
E,2,792.31,92.69999999999999,88.3,72,mincost
total,50,41354.92,6393.2,84.54,72,nnbound
D,6,420.52,365.32,13.13,72,nnbound
C,12,9515.91,2116.6,77.76,72,nnbound
A,16,20561.409999999996,2650.93,87.11,72,nnbound
B,13,9929.160000000002,1149.1499999999999,88.43,72,nnbound
F,1,135.61,18.5,86.36,72,nnbound
E,2,792.31,92.69999999999999,88.3,72,nnbound
total,50,41354.92,7641.629999999998,81.52,72,udpp
D,6,420.52,223.11,46.94,72,udpp
C,12,9515.91,2006.75,78.91,72,udpp
A,16,20561.409999999996,2912.1099999999997,85.84,72,udpp
B,13,9929.160000000002,1618.07,83.7,72,udpp
F,1,135.61,116.51,14.08,72,udpp
E,2,792.31,765.0799999999999,3.44,72,udpp
total,50,7641.629999999999,7134.84,82.75,72,istop
D,6,223.10999999999999,210.20999999999998,50.01,72,istop
C,12,2006.75,1898.9400000000003,80.04,72,istop
A,16,2912.11,2554.35,87.58,72,istop
B,13,1618.07,1589.75,83.99,72,istop
F,1,116.51,116.51,14.08,72,istop
E,2,765.0799999999999,765.0799999999999,3.44,72,istop
total,50,60259.08,6541.259999999999,89.14,73,mincost
A,15,7833.7300000000005,1236.95,84.21,73,mincost
B,14,39111.12,1621.9599999999998,95.85,73,mincost
D,7,1874.91,2086.22,-11.27,73,mincost
C,10,3921.46,1051.1100000000001,73.2,73,mincost
E,3,7203.02,344.34999999999997,95.22,73,mincost
F,1,314.84,200.67,36.26,73,mincost
total,50,60259.08,6541.959999999999,89.14,73,nnbound
A,15,7833.7300000000005,1495.7,80.91,73,nnbound
B,14,39111.12,1621.9599999999998,95.85,73,nnbound
D,7,1874.91,1868.21,0.36,73,nnbound
C,10,3921.46,1011.07,74.22,73,nnbound
E,3,7203.02,344.34999999999997,95.22,73,nnbound
F,1,314.84,200.67,36.26,73,nnbound
total,50,60259.08,13543.090000000002,77.53,73,udpp
A,15,7833.7300000000005,1631.09,79.18,73,udpp
B,14,39111.12,1926.94,95.07,73,udpp
D,7,1874.91,1134.03,39.52,73,udpp
C,10,3921.46,2363.8,39.72,73,udpp
E,3,7203.02,6172.39,14.31,73,udpp
F,1,314.84,314.84,0.0,73,udpp
total,50,13543.09,6981.07,88.41,73,istop
A,15,1631.09,1571.2999999999997,79.94,73,istop
B,14,1926.94,1316.9399999999998,96.63,73,istop
D,7,1134.0300000000002,1117.1,40.42,73,istop
C,10,2363.8,2297.11,41.42,73,istop
E,3,6172.389999999999,363.78,94.95,73,istop
F,1,314.84,314.84,0.0,73,istop
total,50,69627.07,5950.299999999998,91.45,74,mincost
A,18,43459.020000000004,2409.27,94.46,74,mincost
E,3,2650.83,262.69,90.09,74,mincost
D,5,362.17,478.61,-32.15,74,mincost
C,10,3724.0,1182.8999999999999,68.24,74,mincost
B,13,19086.850000000002,1460.62,92.35,74,mincost
F,1,344.2,156.21,54.62,74,mincost
total,50,69627.07,5988.999999999999,91.4,74,nnbound
A,18,43459.020000000004,2542.68,94.15,74,nnbound
E,3,2650.83,262.69,90.09,74,nnbound
D,5,362.17,361.6,0.16,74,nnbound
C,10,3724.0,1182.8999999999999,68.24,74,nnbound
B,13,19086.850000000002,1482.92,92.23,74,nnbound
F,1,344.2,156.21,54.62,74,nnbound
total,50,69627.07,9458.240000000003,86.42,74,udpp
A,18,43459.020000000004,1901.3400000000001,95.62,74,udpp
E,3,2650.83,262.69,90.09,74,udpp
D,5,362.17,95.98,73.5,74,udpp
C,10,3724.0,2308.5299999999997,38.01,74,udpp
B,13,19086.850000000002,4545.5,76.19,74,udpp
F,1,344.2,344.2,0.0,74,udpp
total,50,9458.24,8728.9,87.46,74,istop
A,18,1901.34,1862.8799999999999,95.71,74,istop
D,5,95.98,95.98,73.5,74,istop
E,3,262.69,262.69,90.09,74,istop
C,10,2308.5299999999997,2244.48,39.73,74,istop
B,13,4545.499999999998,3918.6700000000005,79.47,74,istop
F,1,344.2,344.2,0.0,74,istop
total,50,34512.219999999994,4939.94,85.69,75,mincost
C,10,1458.45,1383.3000000000002,5.15,75,mincost
A,16,12731.02,1489.91,88.3,75,mincost
D,8,7013.600000000001,881.76,87.43,75,mincost
E,2,64.53999999999999,319.94,-395.72,75,mincost
B,13,12996.59,865.03,93.34,75,mincost
F,1,248.02,0.0,100.0,75,mincost
total,50,34512.219999999994,5105.500000000001,85.21,75,nnbound
C,10,1458.45,1457.2800000000002,0.08,75,nnbound
A,16,12731.02,1602.7399999999998,87.41,75,nnbound
D,8,7013.600000000001,933.3600000000001,86.69,75,nnbound
E,2,64.53999999999999,41.4,35.85,75,nnbound
B,13,12996.59,1070.72,91.76,75,nnbound
F,1,248.02,0.0,100.0,75,nnbound
total,50,34512.219999999994,6490.32,81.19,75,udpp
C,10,1458.45,1076.8799999999999,26.16,75,udpp
A,16,12731.02,2569.76,79.81,75,udpp
D,8,7013.600000000001,1091.9899999999998,84.43,75,udpp
E,2,64.53999999999999,52.989999999999995,17.9,75,udpp
B,13,12996.59,1450.6799999999998,88.84,75,udpp
F,1,248.02,248.02,0.0,75,udpp
total,50,6490.3200000000015,5752.47,83.33,75,istop
C,10,1076.88,1074.82,26.3,75,istop
A,16,2569.7599999999998,2208.89,82.65,75,istop
E,2,52.989999999999995,52.989999999999995,17.9,75,istop
B,13,1450.6800000000003,1350.1599999999999,89.61,75,istop
D,8,1091.99,817.59,88.34,75,istop
F,1,248.02,248.02,0.0,75,istop
total,50,70067.43000000001,6607.280000000001,90.57,76,mincost
C,10,8320.26,1476.4699999999998,82.25,76,mincost
A,15,44714.77999999999,1761.8500000000001,96.06,76,mincost
B,15,9803.87,2251.2900000000004,77.04,76,mincost
D,7,1551.36,918.15,40.82,76,mincost
E,2,2478.1699999999996,160.58,93.52,76,mincost
F,1,3198.99,38.94,98.78,76,mincost
total,50,70067.43000000001,6607.280000000001,90.57,76,nnbound
C,10,8320.26,1476.4699999999998,82.25,76,nnbound
A,15,44714.77999999999,1761.8500000000001,96.06,76,nnbound
B,15,9803.87,2251.2900000000004,77.04,76,nnbound
D,7,1551.36,918.15,40.82,76,nnbound
E,2,2478.1699999999996,160.58,93.52,76,nnbound
F,1,3198.99,38.94,98.78,76,nnbound
total,50,70067.43000000001,9806.76,86.0,76,udpp
C,10,8320.26,1573.3200000000002,81.09,76,udpp
A,15,44714.77999999999,2143.9,95.21,76,udpp
B,15,9803.87,2049.73,79.09,76,udpp
D,7,1551.36,723.64,53.35,76,udpp
E,2,2478.1699999999996,117.18,95.27,76,udpp
F,1,3198.99,3198.99,0.0,76,udpp
total,50,9806.76,9662.16,86.21,76,istop
